nivel,lat,lng
PRIMARIA,19.461804,-99.132592
SECUNDARIA,19.280739,-99.184933
SECUNDARIA,19.294647,-99.152817
PRIMARIA,19.35102,-99.154619
PRIMARIA,19.411551,-99.119163
PREESCOLAR,19.372,-99.1579
PRIMARIA,19.470129,-99.158204
PRIMARIA,19.399457,-99.064433
PRIMARIA,19.198852,-99.141691
INICIAL,19.462662,-99.124858
PRIMARIA,19.357155,-99.033224
PRIMARIA,19.439107,-99.107805
PRIMARIA,19.378925,-99.208827
PRIMARIA,19.366867,-99.232516
SECUNDARIA,19.4416,-99.1519
SECUNDARIA,19.392064,-99.140479
SECUNDARIA,19.40499,-99.067585
PRIMARIA,19.387731,-99.060241
PRIMARIA,19.3908,-99.1954
SECUNDARIA,19.291301,-99.221985
SECUNDARIA,19.4451,-99.192823
SECUNDARIA,19.36113,-99.110093
PRIMARIA,19.330322,-99.275783
SECUNDARIA,19.37646,-99.037222
PRIMARIA,19.417049,-99.159395
PRIMARIA,19.419393,-99.15919
PRIMARIA,19.412851,-99.093174
PREESCOLAR,19.356903,-99.165408
PRIMARIA,19.505841,-99.089791
SECUNDARIA,19.42437,-99.119804
PRIMARIA,19.405346,-99.170449
SECUNDARIA,19.403625,-99.183035
SECUNDARIA,19.183081,-99.071222
PRIMARIA,19.378774,-99.018965
INICIAL,19.439439,-99.132414
PRIMARIA,19.310914,-99.04735
INICIAL,19.47198,-99.188309
PRIMARIA,19.387581,-99.102321
SECUNDARIA,19.288592,-99.227152
INICIAL,19.419896,-99.097607
SECUNDARIA,19.368893,-99.038823
PRIMARIA,19.318069,-99.161763
PRIMARIA,19.4829,-99.1135
SECUNDARIA,19.368613,-99.192213
PRIMARIA,19.4073,-99.1908
PRIMARIA,19.436908,-99.134175
INICIAL,19.458399,-99.133195
PRIMARIA,19.28466,-99.010764
PREESCOLAR,19.415653,-99.115933
INICIAL,19.295302,-99.177599
PRIMARIA,19.35312,-99.160862
PRIMARIA,19.320136,-99.100854
PRIMARIA,19.493792,-99.130042
PRIMARIA,19.38346,-99.029891
PRIMARIA,19.218941,-99.121551
PRIMARIA,19.306513,-99.247227
SECUNDARIA,19.321382,-99.138381
PRIMARIA,19.272151,-99.124013
PRIMARIA,19.325092,-99.115541
PRIMARIA,19.35891,-99.253799
SECUNDARIA,19.395753,-99.212996
SECUNDARIA,19.522327,-99.14567
PRIMARIA,19.377414,-99.03492
PRIMARIA,19.399647,-99.068569
PRIMARIA,19.198518,-99.122657
PREESCOLAR,19.388042,-99.075673
SECUNDARIA,19.532583,-99.142676
SECUNDARIA,19.43825,-99.11805
SECUNDARIA,19.340748,-99.198628
PRIMARIA,19.393721,-99.073289
INICIAL,19.357071,-99.0577
SECUNDARIA,19.384401,-99.229821
INICIAL,19.495556,-99.180573
SECUNDARIA,19.370532,-99.204901
SECUNDARIA,19.300175,-99.113228
PREESCOLAR,19.47198,-99.188309
PRIMARIA,19.330779,-99.326206
PRIMARIA,19.504338,-99.096373
PRIMARIA,19.323442,-99.237095
SECUNDARIA,19.474043000000002,-99.122183
SECUNDARIA,19.192065,-99.00092
PRIMARIA,19.348217000000002,-99.025028
INICIAL,19.391206,-99.094728
PRIMARIA,19.325097,-99.259228
PRIMARIA,19.345553,-99.06017
SECUNDARIA,19.490089,-99.207837
PRIMARIA,19.2706,-99.0048
PRIMARIA,19.485366,-99.07214
PRIMARIA,19.339174,-99.084984
SECUNDARIA,19.4416,-99.1519
PRIMARIA,19.319219,-99.062387
INICIAL,19.48214,-99.183597
PRIMARIA,19.442698,-99.07929
SECUNDARIA,19.344215,-99.153657
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.412445,-99.115178
PRIMARIA,19.452478,-99.193008
SECUNDARIA,19.360154,-99.198637
PRIMARIA,19.372559,-99.196597
PRIMARIA,19.4073,-99.1908
SECUNDARIA,19.355895,-99.0958
PRIMARIA,19.394431,-99.18229
PRIMARIA,19.350687,-99.119286
PRIMARIA,19.343002,-99.009052
PRIMARIA,19.438249,-99.136999
SECUNDARIA,19.498508,-99.075389
PRIMARIA,19.465156,-99.173526
SECUNDARIA,19.410029,-99.083712
INICIAL,19.499655,-99.094962
PRIMARIA,19.473418,-99.162329
SECUNDARIA,19.353958,-99.146537
PRIMARIA,19.226947,-99.107834
PRIMARIA,19.268605,-99.211293
PRIMARIA,19.489841,-99.088533
PRIMARIA,19.39685,-99.19274
PRIMARIA,19.362472,-99.063345
SECUNDARIA,19.5021,-99.173013
PREESCOLAR,19.412254,-99.122972
PRIMARIA,19.440703,-99.119544
PRIMARIA,19.497209,-99.18237
PRIMARIA,19.395175,-99.065333999999993
SECUNDARIA,19.397795,-99.164214
SECUNDARIA,19.426065,-99.058935
PRIMARIA,19.389639,-99.094361
SECUNDARIA,19.425684,-99.135217
PREESCOLAR,19.434443,-99.125814
PRIMARIA,19.389967,-99.09049
PRIMARIA,19.312773,-99.149794
PRIMARIA,19.195092,-99.026724
PREESCOLAR,19.423475,-99.15741
PRIMARIA,19.390238,-99.04119
SECUNDARIA,19.417984,-99.12018
PRIMARIA,19.342443,-99.282409
PREESCOLAR,19.345438,-99.060037
SECUNDARIA,19.31478,-99.161068
SECUNDARIA,19.246048,-99.114079
PRIMARIA,19.332019,-99.037812
INICIAL,19.3908,-99.1954
SECUNDARIA,19.362429,-99.015469
PRIMARIA,19.370665,-99.068933
PRIMARIA,19.2883,-99.1671
SECUNDARIA,19.451021,-99.194925
PRIMARIA,19.21674,-98.998549
PRIMARIA,19.460634,-99.132423
INICIAL,19.476725,-99.196583
SECUNDARIA,19.389251,-99.091565
PRIMARIA,19.317949,-99.070161
PRIMARIA,19.455073,-99.206806
SECUNDARIA,19.357285,-99.021726
PRIMARIA,19.455523,-99.206751
PRIMARIA,19.2706,-99.0048
SECUNDARIA,19.444402,-99.214488
SECUNDARIA,19.497451,-99.182745
SECUNDARIA,19.355457,-99.121333
PRIMARIA,19.45257,-99.056113
SECUNDARIA,19.327818,-99.044066
SECUNDARIA,19.444475,-99.101637
SECUNDARIA,19.315244,-99.231578
PRIMARIA,19.441703,-99.087723
SECUNDARIA,19.376863,-99.285161
PREESCOLAR,19.305138,-99.185326
PREESCOLAR,19.449287000000002,-99.137878
INICIAL,19.33677,-99.1093
PRIMARIA,19.300104,-99.112989
PRIMARIA,19.4841,-99.1844
SECUNDARIA,19.394849,-99.097677
PREESCOLAR,19.448661,-99.194313
PRIMARIA,19.464507,-99.148234
PRIMARIA,19.515637,-99.136144
PRIMARIA,19.444173,-99.101158
PRIMARIA,19.479019,-99.191416
PRIMARIA,19.48355,-99.099589
PRIMARIA,19.443564,-99.155964
PRIMARIA,19.4928,-99.138269
SECUNDARIA,19.452664,-99.06869
PRIMARIA,19.479229,-99.147334
PRIMARIA,19.30547,-99.13374
PRIMARIA,19.385724,-99.162899
SECUNDARIA,19.2883,-99.1671
PRIMARIA,19.26357,-99.17158
PRIMARIA,19.243772,-99.093452
INICIAL,19.414191,-99.185365
PRIMARIA,19.392537,-99.106086
PRIMARIA,19.35678,-99.298235
PREESCOLAR,19.344905,-99.191155
PRIMARIA,19.382502,-99.118697
SECUNDARIA,19.389468,-99.257889
INICIAL,19.30245,-99.071859
SECUNDARIA,19.407702,-99.115852
PRIMARIA,19.340713,-99.068132
SECUNDARIA,19.290594,-99.184771
PRIMARIA,19.33906,-98.985842
PRIMARIA,19.390023,-99.147977
SECUNDARIA,19.320828,-99.223751
SECUNDARIA,19.323442,-99.237095
SECUNDARIA,19.494756,-99.096926
PRIMARIA,19.3908,-99.1954
INICIAL,19.50999,-99.12658
PRIMARIA,19.367739,-99.170198
SECUNDARIA,19.463891,-99.122387
PRIMARIA,19.271723,-99.191368
PRIMARIA,19.419783,-99.089887
INICIAL,19.359,-99.0926
PRIMARIA,19.454785,-99.069707
PREESCOLAR,19.420647,-99.149393
PRIMARIA,19.407517,-99.148099
SECUNDARIA,19.381895,-99.061618
PRIMARIA,19.393514,-99.109384
PRIMARIA,19.458039,-99.188834
INICIAL,19.398975,-99.146604
SECUNDARIA,19.373854,-99.208061
PREESCOLAR,19.199501,-99.055816
SECUNDARIA,19.46041,-99.092238
PRIMARIA,19.371992,-99.157853
PREESCOLAR,19.44747,-99.195144
SECUNDARIA,19.561005,-99.1472
PRIMARIA,19.412,-99.192241
PRIMARIA,19.336508,-99.056266
INICIAL,19.4416,-99.1519
PRIMARIA,19.257031,-99.03958
PRIMARIA,19.372411,-99.229773
SECUNDARIA,19.295398,-99.070551
PRIMARIA,19.489932,-99.116739
PRIMARIA,19.43922,-99.147249
PRIMARIA,19.332921,-99.177005
SECUNDARIA,19.435288,-99.180562
PRIMARIA,19.3908,-99.1954
PRIMARIA,19.497244,-99.197443
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.346405,-99.079981
PRIMARIA,19.438859,-99.100236
PRIMARIA,19.2883,-99.1671
PRIMARIA,19.252764,-99.009039
PRIMARIA,19.218798,-99.097979
PRIMARIA,19.243772,-99.093452
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.365814,-99.118868
SECUNDARIA,19.458661,-99.111454
PREESCOLAR,19.449808,-99.204267
PRIMARIA,19.4829,-99.1135
SECUNDARIA,19.411652,-99.099475
PRIMARIA,19.33744,-99.04359
PRIMARIA,19.331501,-99.059292
INICIAL,19.311679,-99.119253
PREESCOLAR,19.419896,-99.097607
PRIMARIA,19.4841,-99.1844
PRIMARIA,19.302132,-99.245798
INICIAL,19.335566,-99.202398
PRIMARIA,19.22332,-98.99613
INICIAL,19.278501,-99.006088
PRIMARIA,19.376257,-99.019778
PRIMARIA,19.473261,-99.174113
PRIMARIA,19.426782,-99.071531
PREESCOLAR,19.362613,-99.114332
SECUNDARIA,19.431376,-99.204877
PRIMARIA,19.374396,-99.145195
PRIMARIA,19.294439,-99.057965
PRIMARIA,19.323132,-99.089668
SECUNDARIA,19.31524,-99.222643
SECUNDARIA,19.34379,-99.14854
PRIMARIA,19.415667,-99.08634
INICIAL,19.382608,-99.066138
PREESCOLAR,19.177007,-99.030046
SECUNDARIA,19.419743,-99.105571
PRIMARIA,19.233145,-99.181454
PRIMARIA,19.407453,-99.14802
SECUNDARIA,19.507792,-99.2009
PRIMARIA,19.3908,-99.1954
PRIMARIA,19.315343,-99.226547
PRIMARIA,19.264457,-99.116534
SECUNDARIA,19.335907,-99.174305
PRIMARIA,19.438568,-99.12911
SECUNDARIA,19.483223,-99.131132
PRIMARIA,19.290334,-99.239024
PRIMARIA,19.248325,-98.994855
PRIMARIA,19.326725,-99.078665
INICIAL,19.419141,-99.149497
PRIMARIA,19.484115,-99.086571
PRIMARIA,19.389313,-99.257533
PRIMARIA,19.26055,-99.00934
INICIAL,19.4829,-99.1135
PRIMARIA,19.41972,-99.101119
PREESCOLAR,19.42224,-99.098265
PRIMARIA,19.495947,-99.150339
PRIMARIA,19.415184,-99.146607
PRIMARIA,19.353825,-99.309449
PRIMARIA,19.374546,-99.198664
SECUNDARIA,19.364025,-99.16742
PRIMARIA,19.192393,-99.089619
PREESCOLAR,19.364807,-99.131751
SECUNDARIA,19.446481,-99.159415
PRIMARIA,19.175222,-99.034252
SECUNDARIA,19.394993,-99.10851
SECUNDARIA,19.341671,-99.196593
SECUNDARIA,19.501357,-99.117159
SECUNDARIA,19.391734,-99.072748
SECUNDARIA,19.481961,-99.072644
PRIMARIA,19.375119,-99.20359
SECUNDARIA,19.314207,-99.166688
SECUNDARIA,19.359857,-99.003016
SECUNDARIA,19.387087,-99.259915
PRIMARIA,19.399507,-99.082543
PRIMARIA,19.41226,-99.132448
PRIMARIA,19.375667,-99.148579
INICIAL,19.193527,-99.095888
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.219219,-99.097741
PRIMARIA,19.34108,-99.009224
INICIAL,19.31595,-99.249453
SECUNDARIA,19.32882,-99.079697
PRIMARIA,19.378613,-99.018741
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.411016,-99.066788
PRIMARIA,19.386532,-99.049259
PREESCOLAR,19.345614,-99.225593
SECUNDARIA,19.483223,-99.131132
SECUNDARIA,19.465851,-99.187687
PRIMARIA,19.2883,-99.1671
PRIMARIA,19.2883,-99.1671
PRIMARIA,19.447841,-99.062316
PRIMARIA,19.339661,-99.01771
PRIMARIA,19.33728,-99.153191
SECUNDARIA,19.268304,-99.160079
INICIAL,19.465038,-99.16906
SECUNDARIA,19.449986,-99.062615
PRIMARIA,19.388428,-99.073269
SECUNDARIA,19.248754,-99.102423
INICIAL,19.217059,-98.990227
PRIMARIA,19.47004,-99.075284
INICIAL,19.19311,-99.02766
PRIMARIA,19.337678,-99.134761
PRIMARIA,19.248351,-99.123711
SECUNDARIA,19.454926,-99.208846
PRIMARIA,19.334872,-99.041928
PRIMARIA,19.29548,-99.029292
SECUNDARIA,19.510734,-99.199243
INICIAL,19.39934,-99.159025
INICIAL,19.400572,-99.19064
PRIMARIA,19.375846,-99.152213
PRIMARIA,19.444779,-99.100525
PRIMARIA,19.276548,-99.1183
PREESCOLAR,19.30245,-99.071859
INICIAL,19.429604,-99.189365
PRIMARIA,19.438132,-99.157672
PRIMARIA,19.267706,-99.129251
INICIAL,19.391182,-99.179847
PRIMARIA,19.422965,-99.139828
PRIMARIA,19.276111,-99.21905
PREESCOLAR,19.339453,-99.116785
PRIMARIA,19.45869,-99.114841
PRIMARIA,19.371068,-99.109085
PRIMARIA,19.281775,-99.119475
PRIMARIA,19.377049,-99.110006
PRIMARIA,19.389224,-99.034189
PRIMARIA,19.468007,-99.060956
PRIMARIA,19.4073,-99.1908
PRIMARIA,19.311349,-98.967882
SECUNDARIA,19.4073,-99.1908
PRIMARIA,19.307329,-99.334503
SECUNDARIA,19.379358,-99.146862
SECUNDARIA,19.487728,-99.106452
SECUNDARIA,19.376277,-99.284169
PRIMARIA,19.37455,-99.142129
SECUNDARIA,19.35296,-99.064668
PREESCOLAR,19.444987,-99.214944
PRIMARIA,19.330878,-99.172084
SECUNDARIA,19.320123,-99.163212
PRIMARIA,19.4416,-99.1519
PRIMARIA,19.372162,-99.18473
PRIMARIA,19.419643,-99.100556
PRIMARIA,19.3908,-99.1954
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.325191,-99.049629
SECUNDARIA,19.514539,-99.138601
PRIMARIA,19.360448,-99.297068
PRIMARIA,19.462158,-99.191512
PRIMARIA,19.549954,-99.141755
SECUNDARIA,19.39446,-99.137098
SECUNDARIA,19.295473,-99.180302
PRIMARIA,19.20265,-99.04928
PREESCOLAR,19.50715,-99.128812
SECUNDARIA,19.276974,-99.173927
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.370665,-99.068933
PRIMARIA,19.500742,-99.08599
PRIMARIA,19.456245,-99.054801
PRIMARIA,19.337901,-99.01979
PRIMARIA,19.436352,-99.092652
SECUNDARIA,19.40293,-99.1742
PRIMARIA,19.479699,-99.112612
SECUNDARIA,19.385571,-99.126666
PRIMARIA,19.460934,-99.17182
PRIMARIA,19.366442,-99.093522
PRIMARIA,19.198668,-99.143864
PREESCOLAR,19.342741,-99.190843
PRIMARIA,19.427992,-99.071703
PRIMARIA,19.347193999999998,-99.052681
PRIMARIA,19.478258,-99.082094
PRIMARIA,19.205524,-99.068013
PRIMARIA,19.1782,-98.999253
PREESCOLAR,19.447664,-99.176803
PREESCOLAR,19.193527,-99.095888
PRIMARIA,19.386589,-99.0492
PRIMARIA,19.296993,-99.051645
PREESCOLAR,19.479718,-99.200256
PRIMARIA,19.417537,-99.064146
PRIMARIA,19.491735,-99.178375
PRIMARIA,19.463028,-99.104339
PRIMARIA,19.361576,-99.245553
SECUNDARIA,19.473338,-99.161177
INICIAL,19.383094,-99.043907
SECUNDARIA,19.440926,-99.128875
PREESCOLAR,19.364636,-99.078799
PRIMARIA,19.445236,-99.213487
PRIMARIA,19.259086,-99.08538
PRIMARIA,19.376205,-99.199989
PRIMARIA,19.336457,-99.124094
PRIMARIA,19.521122,-99.13162
PRIMARIA,19.297467,-99.244474
PRIMARIA,19.552283,-99.151672
PRIMARIA,19.428765,-99.177232
SECUNDARIA,19.490351,-99.139483
SECUNDARIA,19.3908,-99.1954
SECUNDARIA,19.514158,-99.138856
SECUNDARIA,19.311856,-99.248415
PRIMARIA,19.317009,-99.133264
INICIAL,19.410502,-99.083938
PRIMARIA,19.372589,-99.005525
PREESCOLAR,19.37815,-99.11071
SECUNDARIA,19.341517,-99.252566
PRIMARIA,19.5101,-99.192129
PRIMARIA,19.432131,-99.188222
PRIMARIA,19.275468,-99.125886
SECUNDARIA,19.507164,-99.189596
PRIMARIA,19.419995,-99.08648
PREESCOLAR,19.406371,-99.067674
PREESCOLAR,19.442673,-99.174201
PRIMARIA,19.472451,-99.115992
SECUNDARIA,19.449004,-99.09058
SECUNDARIA,19.383319,-99.168221
SECUNDARIA,19.25722,-99.103961
PREESCOLAR,19.416535,-99.148248
SECUNDARIA,19.382495,-99.06987
SECUNDARIA,19.242912,-99.071743
PRIMARIA,19.445083,-99.218271
SECUNDARIA,19.342806,-99.282711
PRIMARIA,19.373079,-99.16993
SECUNDARIA,19.461558,-99.1115
PREESCOLAR,19.497136,-99.079781
PRIMARIA,19.358451,-99.212334
PRIMARIA,19.461697,-99.125963
INICIAL,19.356381,-99.101913
PRIMARIA,19.394196,-99.070043
PRIMARIA,19.328491,-99.080217
PRIMARIA,19.374444,-99.147493
PRIMARIA,19.44776,-99.158089
PRIMARIA,19.35891,-99.253799
SECUNDARIA,19.32464,-99.260173
PRIMARIA,19.455369,-99.122527
INICIAL,19.386955,-99.050004
PRIMARIA,19.38776,-99.032701
PRIMARIA,19.303372,-99.038332
PRIMARIA,19.359982,-99.187495
PRIMARIA,19.444733,-99.157883
PRIMARIA,19.342206,-99.204561
PRIMARIA,19.354119,-99.21442
PRIMARIA,19.372,-99.1579
PRIMARIA,19.391285,-99.089632
SECUNDARIA,19.336094,-98.99648
PRIMARIA,19.306636,-99.067004
PRIMARIA,19.4416,-99.1519
SECUNDARIA,19.389676,-99.094305
PRIMARIA,19.360517,-99.250373
PRIMARIA,19.337295,-98.988504
INICIAL,19.349183,-99.229888
PRIMARIA,19.395622,-99.108129
INICIAL,19.374939,-99.102713
PRIMARIA,19.43727,-99.176337
PRIMARIA,19.348637,-99.195214000000007
PRIMARIA,19.359,-99.0926
INICIAL,19.384063,-99.149411
PRIMARIA,19.283735,-99.185993
SECUNDARIA,19.372,-99.1579
SECUNDARIA,19.386533,-99.178835
PRIMARIA,19.475445,-99.128709
PRIMARIA,19.380319,-99.268728
PRIMARIA,19.484492,-99.201539
PRIMARIA,19.185206,-99.074905
PRIMARIA,19.351661,-99.16095
PREESCOLAR,19.440147,-99.147215
SECUNDARIA,19.276353,-99.007369
PREESCOLAR,19.354289,-99.035944
SECUNDARIA,19.340351,-98.99809
PRIMARIA,19.298352,-99.119109
PRIMARIA,19.374184,-99.120144
PRIMARIA,19.256063,-99.087519
SECUNDARIA,19.317131,-99.09004
PRIMARIA,19.3908,-99.1954
INICIAL,19.400863,-99.117068
SECUNDARIA,19.36528,-99.198948
PRIMARIA,19.287258,-99.06103
PRIMARIA,19.478834,-99.115329
PRIMARIA,19.363412,-99.164261
PRIMARIA,19.356898,-99.298235
SECUNDARIA,19.296407,-99.037172
SECUNDARIA,19.42962,-99.189965
SECUNDARIA,19.467942,-99.146528
PRIMARIA,19.435042,-99.113321
PRIMARIA,19.50999,-99.12658
PRIMARIA,19.352413,-99.054385
PRIMARIA,19.344589,-99.067137
PRIMARIA,19.314549,-99.074444
PRIMARIA,19.314549,-99.074444
INICIAL,19.39267,-99.112902
PRIMARIA,19.330684,-98.975999
INICIAL,19.3574,-99.2998
PREESCOLAR,19.482162,-99.209863
PRIMARIA,19.475301,-99.185288
PRIMARIA,19.362128,-99.011742
PRIMARIA,19.317466,-99.239608
SECUNDARIA,19.387882,-99.173015
SECUNDARIA,19.372,-99.1579
PRIMARIA,19.447723,-99.159059
PRIMARIA,19.472784,-99.109728
PRIMARIA,19.439721,-99.185459
PRIMARIA,19.261966,-99.112844
PRIMARIA,19.505795,-99.089789
SECUNDARIA,19.215766,-99.101178
SECUNDARIA,19.363352,-99.164254
PRIMARIA,19.457579,-99.115195
INICIAL,19.295239,-99.15862
PRIMARIA,19.458796,-99.183897
SECUNDARIA,19.4416,-99.1519
SECUNDARIA,19.422367,-99.057802
PRIMARIA,19.314207,-99.166688
PRIMARIA,19.287885,-99.171055
PRIMARIA,19.370438,-99.005953
PRIMARIA,19.384674,-99.038455
PRIMARIA,19.346907,-98.995151
PRIMARIA,19.280849,-99.008814
PREESCOLAR,19.4416,-99.1519
PRIMARIA,19.270683,-98.998718
PRIMARIA,19.456163,-99.1219
PRIMARIA,19.359146,-99.104645
PRIMARIA,19.238711,-99.159439
SECUNDARIA,19.400629,-99.255569
PRIMARIA,19.518759,-99.149172
INICIAL,19.395025,-99.18657
PRIMARIA,19.3574,-99.2998
PRIMARIA,19.390672,-99.146084
PRIMARIA,19.472615,-99.086752
PRIMARIA,19.480884,-99.203956
PRIMARIA,19.310677,-98.96609
INICIAL,19.337056,-99.122915
SECUNDARIA,19.307121,-99.236142
SECUNDARIA,19.38467,-99.168106
SECUNDARIA,19.4841,-99.1844
SECUNDARIA,19.282827,-99.056238
INICIAL,19.257132,-99.106736
PRIMARIA,19.48473,-99.090651
PRIMARIA,19.306733,-99.252711
PRIMARIA,19.282365,-99.234635
INICIAL,19.27652,-99.128455
PRIMARIA,19.287728,-99.164917
PRIMARIA,19.489564,-99.12378
PREESCOLAR,19.430717,-99.094705
SECUNDARIA,19.2883,-99.1671
PRIMARIA,19.3049,-99.2415
PREESCOLAR,19.41686,-99.151888
PREESCOLAR,19.427298,-99.097926
PREESCOLAR,19.355549,-99.066778
PRIMARIA,19.359,-99.0926
PRIMARIA,19.376863,-99.285161
PRIMARIA,19.4829,-99.1135
SECUNDARIA,19.509536,-99.15944
SECUNDARIA,19.335233,-99.112021
SECUNDARIA,19.383817,-99.114386
PRIMARIA,19.390171,-99.146332
SECUNDARIA,19.358987,-99.057542
PRIMARIA,19.432997,-99.216707
PRIMARIA,19.390405,-99.051212
SECUNDARIA,19.473559,-99.06385
INICIAL,19.50715,-99.128812
PRIMARIA,19.47555,-99.212481
PRIMARIA,19.437354,-99.121281
PRIMARIA,19.387014,-99.173383
PRIMARIA,19.292368,-99.150963
PRIMARIA,19.472244,-99.133919
SECUNDARIA,19.285887,-99.156123
PREESCOLAR,19.43294,-99.097138
PRIMARIA,19.358996,-99.210311
PRIMARIA,19.285797,-99.22787
PRIMARIA,19.24301,-99.073543
PRIMARIA,19.387723,-99.184988
SECUNDARIA,19.251563,-99.01425
PRIMARIA,19.453787,-99.147082
SECUNDARIA,19.434695,-99.096033
SECUNDARIA,19.335096,-99.041135
PRIMARIA,19.298306,-99.223128
PRIMARIA,19.564517,-99.139624
SECUNDARIA,19.355597,-99.155533
PRIMARIA,19.407301,-99.221452
PRIMARIA,19.343837,-99.216017
PRIMARIA,19.36683,-99.160274
PRIMARIA,19.374996,-99.11205
SECUNDARIA,19.277799,-99.124668
SECUNDARIA,19.257679,-99.162104
INICIAL,19.321387,-99.108108
PRIMARIA,19.408764,-99.127611
SECUNDARIA,19.3959,-99.0976
PRIMARIA,19.399151,-99.096591
PRIMARIA,19.326781,-99.123467
INICIAL,19.382982,-99.164425
PRIMARIA,19.265588,-99.114123
PRIMARIA,19.341548,-99.20744
SECUNDARIA,19.482083,-99.214756
PREESCOLAR,19.356381,-99.101913
PRIMARIA,19.391329,-99.138818
PREESCOLAR,19.2883,-99.1671
PRIMARIA,19.290874,-99.147724
SECUNDARIA,19.363743,-99.105562
SECUNDARIA,19.542049,-99.138897
SECUNDARIA,19.337109,-99.005988
PRIMARIA,19.330715,-99.073774
INICIAL,19.457482,-99.191941
PRIMARIA,19.392944,-99.063768
PRIMARIA,19.312222,-99.149125
SECUNDARIA,19.372,-99.1579
PRIMARIA,19.497883,-99.090886
INICIAL,19.4841,-99.1844
PRIMARIA,19.235,-99.16328
PRIMARIA,19.32114,-99.0375
SECUNDARIA,19.293175,-99.174683
PRIMARIA,19.357163,-99.083225
PRIMARIA,19.273295,-99.139903
PRIMARIA,19.435313,-99.180574
PRIMARIA,19.23468,-99.15896
PRIMARIA,19.393222,-99.134293
PRIMARIA,19.377462,-99.070616
SECUNDARIA,19.357569,-99.085813
PRIMARIA,19.390331,-99.095416
PRIMARIA,19.464345,-99.18122
SECUNDARIA,19.50999,-99.12658
SECUNDARIA,19.369751,-99.217784
SECUNDARIA,19.384277,-99.044009
PRIMARIA,19.256265,-99.106017
PRIMARIA,19.451136,-99.113156
SECUNDARIA,19.334322,-99.272793
SECUNDARIA,19.344903,-99.01645
PREESCOLAR,19.466438,-99.129951
PREESCOLAR,19.425408,-99.173261
PRIMARIA,19.474789,-99.142585
PRIMARIA,19.367067,-99.111069
PRIMARIA,19.310416,-99.248758
INICIAL,19.348631,-99.059557
PRIMARIA,19.426682,-99.069789
PRIMARIA,19.36095,-99.195831
INICIAL,19.326367,-99.135477
PRIMARIA,19.469201,-99.18632
PREESCOLAR,19.44165,-99.137015
PRIMARIA,19.468061,-99.187969
SECUNDARIA,19.420913,-99.159037
SECUNDARIA,19.369062,-99.142637
PRIMARIA,19.439781,-99.131326
SECUNDARIA,19.316332,-99.104015
PRIMARIA,19.450794,-99.161825
PRIMARIA,19.194425,-99.095385
PRIMARIA,19.295213,-99.057319
PREESCOLAR,19.359,-99.0926
PRIMARIA,19.466866,-99.105883
PREESCOLAR,19.440711,-99.135887
PRIMARIA,19.398511,-99.142694
PRIMARIA,19.4829,-99.1135
PRIMARIA,19.406285,-99.061489
PREESCOLAR,19.460762,-99.093924
PRIMARIA,19.351236,-99.004339
PRIMARIA,19.426101,-99.219368
PRIMARIA,19.271859,-99.173356
PRIMARIA,19.175582,-98.996661
PRIMARIA,19.375448,-99.16857
PRIMARIA,19.451744,-99.089127
SECUNDARIA,19.400126,-99.156109
SECUNDARIA,19.463386,-99.155863
SECUNDARIA,19.24612,-99.092998
SECUNDARIA,19.562507,-99.138301
PRIMARIA,19.461148,-99.127683
SECUNDARIA,19.354402,-99.192872
SECUNDARIA,19.293102,-99.176947
PRIMARIA,19.496523,-99.100655
PRIMARIA,19.36386,-99.07058
PRIMARIA,19.381805,-99.125715
PREESCOLAR,19.408841,-99.121994
SECUNDARIA,19.438184,-99.161428
PRIMARIA,19.507759,-99.093456
PRIMARIA,19.247214,-99.178273
PRIMARIA,19.348036,-99.007514
PRIMARIA,19.500915,-99.130476
PREESCOLAR,19.294657,-99.226416
SECUNDARIA,19.490173,-99.202515
SECUNDARIA,19.4829,-99.1135
INICIAL,19.38892,-99.066534
PRIMARIA,19.363707,-99.093038
PRIMARIA,19.355588,-99.074588
PRIMARIA,19.33605,-99.069154
SECUNDARIA,19.280088,-99.164467
PRIMARIA,19.440649,-99.146067
PRIMARIA,19.359,-99.0926
PRIMARIA,19.218341,-99.205892
PRIMARIA,19.421363,-99.07201
SECUNDARIA,19.3908,-99.1954
PRIMARIA,19.3574,-99.2998
PRIMARIA,19.333769,-99.025928
PRIMARIA,19.467129,-99.123443
PRIMARIA,19.368831,-99.155076
PREESCOLAR,19.346212,-99.151411
INICIAL,19.358498,-99.057309
PRIMARIA,19.264007,-99.164483
PRIMARIA,19.4193,-99.1137
PRIMARIA,19.377301,-99.171729
PRIMARIA,19.41461,-99.058532
PREESCOLAR,19.474313,-99.14525
PRIMARIA,19.400786,-99.130998
PRIMARIA,19.289251,-99.121857
PRIMARIA,19.395113,-99.192959
PRIMARIA,19.49506,-99.087466
PRIMARIA,19.4073,-99.1908
PRIMARIA,19.388184,-99.207518
PREESCOLAR,19.361441,-99.084301
